cotacaoVenda;dataHoraCotacao
2,281;2012-08-07 13:11:31.708
2,273;2012-08-08 13:04:31.131
2,182;2012-08-09 13:07:56.109
2,175;2012-08-10 13:08:47.353
2,266;2012-08-13 13:10:44.791
2,258;2012-08-14 13:09:13.346
2,234;2012-08-15 13:03:03.059
2,214;2012-08-16 13:10:59.843
2,182;2012-08-17 13:03:04.14
2,209;2012-08-20 13:06:51.451
2,173;2012-08-21 13:06:45.512
2,21;2012-08-22 13:11:47.192
2,241;2012-08-23 13:10:51.317
2,255;2012-08-24 13:11:02.456
2,293;2012-08-27 13:04:13.812
2,433;2012-08-28 13:03:36.899
2,509;2012-08-29 13:09:00.274
2,513;2012-08-30 13:12:22.969
2,372;2012-08-31 13:04:17.112
2,335;2012-09-03 13:05:23.759
2,392;2012-09-04 13:06:32.234
2,385;2012-09-05 13:07:55.1
2,381;2012-09-06 13:05:55.524
2,241;2012-09-10 13:14:23.718
2,197;2012-09-11 13:13:23.284
2,204;2012-09-12 13:06:51.866
2,254;2012-09-13 13:09:25.713
2,139;2012-09-14 13:10:43.711
2,312;2012-09-17 13:02:51.765
2,274;2012-09-18 13:04:55.303
2,236;2012-09-19 13:11:47.666
2,263;2012-09-20 13:07:46.598
2,24;2012-09-21 13:10:56.69
2,273;2012-09-24 13:09:17.49
2,251;2012-09-25 13:07:05.73
2,341;2012-09-26 13:06:47.502
2,311;2012-09-27 13:04:47.527
2,306;2012-09-28 13:05:37.858
2,26;2012-10-01 13:08:57.092
2,266;2012-10-02 13:06:45.35
2,266;2012-10-03 13:04:03.46
2,224;2012-10-04 13:11:52.055
2,246;2012-10-05 13:10:34.877
2,313;2012-10-08 13:11:57.283
2,337;2012-10-09 13:03:07.756
2,378;2012-10-10 13:11:09.14
2,369;2012-10-11 13:06:49.893
2,382;2012-10-15 13:07:47.926
2,351;2012-10-16 13:07:01.119
2,336;2012-10-17 13:06:00.648
2,295;2012-10-18 13:07:59.117
2,272;2012-10-19 13:10:43.111
2,266;2012-10-22 13:04:46.768
2,286;2012-10-23 13:11:41.764
2,263;2012-10-24 13:05:52.663
2,261;2012-10-25 13:11:34.399
2,263;2012-10-26 13:08:42.618
2,296;2012-10-29 13:04:05.412
2,323;2012-10-30 13:06:31.577
2,313;2012-10-31 13:04:57.183
2,312;2012-11-01 13:03:49.665
2,35;2012-11-05 14:14:17.151
2,341;2012-11-06 13:11:00.375
2,33;2012-11-07 13:35:49.065
2,357;2012-11-08 13:10:38.177
2,512;2012-11-09 13:03:59.419
2,476;2012-11-12 13:11:44.941
2,614;2012-11-13 13:06:45.484
2,629;2012-11-14 13:05:05.917
2,712;2012-11-16 13:05:52.384
2,745;2012-11-19 13:05:45.884
2,835;2012-11-20 13:03:31.07
2,924;2012-11-21 13:02:57.044
2,912;2012-11-22 13:03:39.358
2,985;2012-11-23 13:04:55.46
2,787;2012-11-26 13:04:48.903
2,752;2012-11-27 13:11:44.727
2,912;2012-11-28 13:10:49.826
2,991;2012-11-29 13:08:45.623
2,1074;2012-11-30 13:09:48.125
2,1121;2012-12-03 13:02:51.743
2,1077;2012-12-04 13:06:57.763
2,1046;2012-12-05 13:11:05.21
2,836;2012-12-06 13:11:44.204
2,804;2012-12-07 13:10:07.654
2,81;2012-12-10 13:05:22.246
2,743;2012-12-11 14:07:11.333
2,801;2012-12-12 13:06:24.69
2,751;2012-12-13 13:17:09.867
2,84;2012-12-14 13:09:43.002
2,902;2012-12-17 13:08:09.604
2,966;2012-12-18 13:05:48.066
2,791;2012-12-19 13:08:42.751
2,625;2012-12-20 13:10:43.331
2,758;2012-12-21 13:10:23.308
2,774;2012-12-24 11:13:16.864
2,569;2012-12-26 13:07:45.778
2,483;2012-12-27 13:08:53.85
2,435;2012-12-28 13:10:47.39
2,435;2012-12-31 11:04:48.434
2,415;2013-01-02 13:05:48.249
2,464;2013-01-03 13:10:38.68
2,425;2013-01-04 13:11:43.935
2,312;2013-01-07 13:06:51.118
2,286;2013-01-08 13:02:55.261
2,417;2013-01-09 13:07:45.947
2,358;2013-01-10 13:06:41.511
2,341;2013-01-11 13:10:35.899
2,334;2013-01-14 13:09:43.286
2,374;2013-01-15 13:06:39.404
2,409;2013-01-16 13:10:16.782
2,411;2013-01-17 13:02:55.259
2,441;2013-01-18 13:12:12.117
2,42;2013-01-21 13:34:30.918
2,471;2013-01-22 13:05:53.572
2,394;2013-01-23 13:07:15.162
2,344;2013-01-24 13:09:40.829
2,285;2013-01-25 13:04:58.866
2,241;2013-01-28 13:03:00.518
1,9912;2013-01-29 13:08:36.467
1,99;2013-01-30 13:08:50.25
1,9883;2013-01-31 13:11:41.77
1,9843;2013-02-01 13:02:58.868
1,9893;2013-02-04 13:04:25.033
1,9881;2013-02-05 13:09:50.471
1,9884;2013-02-06 13:07:47.514
1,9789;2013-02-07 13:03:51.969
1,9636;2013-02-08 13:08:58.455
1,967;2013-02-13 15:07:51.525
1,9666;2013-02-14 13:09:35.621
1,96;2013-02-15 13:03:24.43
1,9676;2013-02-18 13:03:52.256
1,9597;2013-02-19 13:08:01.687
1,957;2013-02-20 13:08:45.533
1,972;2013-02-21 13:13:20.084
1,9705;2013-02-22 13:03:02.142
1,9676;2013-02-25 13:10:09.342
1,9818;2013-02-26 13:06:54.78
1,9807;2013-02-27 13:11:43.577
1,9754;2013-02-28 13:11:51.961
1,9848;2013-03-01 13:12:05.871
1,9827;2013-03-04 13:08:50.693
1,9693;2013-03-05 13:04:46.767
1,9673;2013-03-06 13:07:01.842
1,9642;2013-03-07 13:08:47.273
1,9528;2013-03-08 13:04:53.34
1,9552;2013-03-11 13:10:38.26
1,9585;2013-03-12 13:03:36.02
1,9619;2013-03-13 13:26:39.778
1,9676;2013-03-14 13:10:44.779
1,9749;2013-03-15 13:03:34.959
1,9871;2013-03-18 13:08:53.125
1,983;2013-03-19 13:08:43.599
1,9868;2013-03-20 13:20:57.344
1,9931;2013-03-21 13:07:47.224
2,126;2013-03-22 13:11:39.362
2,14;2013-03-25 13:11:21.009
2,87;2013-03-26 13:09:46.688
2,185;2013-03-27 13:03:02.787
2,138;2013-03-28 17:10:23.298
2,186;2013-04-01 13:06:00.107
2,179;2013-04-02 13:10:38.909
2,239;2013-04-03 13:06:51.864
2,201;2013-04-04 13:11:41.754
2,35;2013-04-05 13:08:36.695
1,9902;2013-04-08 13:05:41.346
1,9861;2013-04-09 13:04:47.735
1,981;2013-04-10 13:04:07.374
1,9736;2013-04-11 13:03:06.282
1,9761;2013-04-12 13:07:09.361
1,979;2013-04-15 13:06:44.386
1,9903;2013-04-16 13:15:40.278
1,9939;2013-04-17 13:09:42.788
2,152;2013-04-18 13:10:34.037
2,89;2013-04-19 13:09:42.607
2,154;2013-04-22 13:10:37.761
2,17;2013-04-23 13:07:06.482
2,244;2013-04-24 13:03:32.339
2,119;2013-04-25 13:07:34.238
2,1;2013-04-26 13:09:38.749
1,9999;2013-04-29 13:06:37.983
2,17;2013-04-30 13:04:54.305
2,95;2013-05-02 13:09:07.634
2,93;2013-05-03 13:08:42.915
2,143;2013-05-06 13:03:17.783
2,11;2013-05-07 13:11:30.968
2,3;2013-05-08 13:09:42.179
2,51;2013-05-09 13:07:19.24
2,231;2013-05-10 13:08:03.868
2,15;2013-05-13 13:05:34.22
2,63;2013-05-14 13:12:38.797
2,233;2013-05-15 13:05:34.756
2,254;2013-05-16 13:05:13.681
2,354;2013-05-17 13:06:08.967
2,333;2013-05-20 13:17:52.422
2,402;2013-05-21 13:12:23.111
2,387;2013-05-22 13:02:43.822
2,537;2013-05-23 13:08:03.228
2,495;2013-05-24 13:06:38.11
2,527;2013-05-27 13:05:04.56
2,616;2013-05-28 13:04:48.674
2,894;2013-05-29 13:11:05.54
2,1319;2013-05-31 13:03:28.875
2,1355;2013-06-03 13:12:34.501
2,1282;2013-06-04 13:11:46.735
2,1235;2013-06-05 13:04:53.222
2,125;2013-06-06 13:04:28.649
2,1372;2013-06-07 13:10:27.178
2,1506;2013-06-10 13:10:35.055
2,1521;2013-06-11 13:05:14.791
2,142;2013-06-12 13:05:52.447
2,1447;2013-06-13 13:10:33.803
2,1367;2013-06-14 13:08:36.438
2,1538;2013-06-17 13:11:26.953
2,1706;2013-06-18 13:11:42.454
2,1744;2013-06-19 13:10:45.316
2,2523;2013-06-20 13:10:09.518
2,2648;2013-06-21 13:10:01.465
2,2515;2013-06-24 13:06:12.036
2,2185;2013-06-25 13:05:55.868
2,1975;2013-06-26 13:07:03.147
2,1846;2013-06-27 13:09:07.487
2,2156;2013-06-28 13:07:33.739
2,2297;2013-07-01 13:10:01.089
2,2412;2013-07-02 13:10:55.736
2,2634;2013-07-03 13:05:58.332
2,2595;2013-07-04 13:05:10.433
2,2645;2013-07-05 13:02:49.803
2,2583;2013-07-08 13:09:38.944
2,2628;2013-07-09 13:09:51.629
2,2697;2013-07-10 13:12:34.293
2,2672;2013-07-11 13:12:12.219
2,267;2013-07-12 13:11:39.968
2,2548;2013-07-15 13:05:40.09
2,2353;2013-07-16 13:09:20.936
2,2372;2013-07-17 13:07:40.106
2,2297;2013-07-18 13:04:32.103
2,2364;2013-07-19 13:06:51.771
2,2386;2013-07-22 13:06:14.399
2,2267;2013-07-23 13:09:54.424
2,2348;2013-07-24 13:02:53.498
2,2497;2013-07-25 13:09:58.91
2,2488;2013-07-26 13:04:40.197
2,2609;2013-07-29 13:05:33.314
2,2734;2013-07-30 13:07:35.722
2,2903;2013-07-31 13:10:42.07
2,2914;2013-08-01 13:07:33.478
2,2933;2013-08-02 13:07:22.068
2,301;2013-08-05 13:02:38.648
2,2955;2013-08-06 13:11:39.058
2,3028;2013-08-07 13:11:39.845
2,2882;2013-08-08 13:05:19.298
2,2748;2013-08-09 13:10:34.326
2,2722;2013-08-12 13:05:38.69
2,3035;2013-08-13 13:09:02.541
2,3118;2013-08-14 13:04:50.433
2,3434;2013-08-15 13:04:41.405
2,3565;2013-08-16 13:08:14.75
2,398;2013-08-19 13:07:52.274
2,3943;2013-08-20 13:08:36.278
2,4169;2013-08-21 13:07:35.9
2,4457;2013-08-22 13:07:56.171
2,3868;2013-08-23 13:11:19.136
2,3705;2013-08-26 13:12:08.484
2,3998;2013-08-27 13:10:44.066
2,3515;2013-08-28 13:10:01.787
2,3578;2013-08-29 13:07:46.549
2,3725;2013-08-30 13:05:48.122
2,3643;2013-09-02 13:11:12.1
2,3897;2013-09-03 13:10:31.929
2,3538;2013-09-04 13:17:51.465
2,3314;2013-09-05 13:09:50.58
2,2979;2013-09-06 13:11:42.806
2,2868;2013-09-09 13:05:45.114
2,2779;2013-09-10 13:04:39.795
2,2947;2013-09-11 13:07:11.41
2,2769;2013-09-12 13:06:37.019
2,2785;2013-09-13 13:03:39.421
2,2649;2013-09-16 13:07:28.572
2,2617;2013-09-17 13:04:53.71
2,2489;2013-09-18 13:08:10.556
2,2036;2013-09-19 13:11:02.9
2,2053;2013-09-20 13:08:46.281
2,2033;2013-09-23 13:11:51.921
2,2031;2013-09-24 13:04:51.536
2,2224;2013-09-25 13:07:56.346
2,2285;2013-09-26 13:04:11.741
2,2571;2013-09-27 13:06:38.822
2,23;2013-09-30 13:06:56.111
2,2123;2013-10-01 13:06:16.964
2,2088;2013-10-02 13:03:57.168
2,2069;2013-10-03 13:07:59.609
2,2051;2013-10-04 13:05:03.63
2,2087;2013-10-07 13:06:19.492
2,2016;2013-10-08 13:11:09.717
2,2054;2013-10-09 13:13:44.888
2,185;2013-10-10 13:13:00.133
2,1821;2013-10-11 13:10:09.702
2,1817;2013-10-14 13:12:32.447
2,1818;2013-10-15 13:13:20.909
2,1629;2013-10-16 13:09:45.137
2,1611;2013-10-17 13:05:59.706
2,1616;2013-10-18 13:07:45.069
2,1738;2013-10-21 13:10:06.671
2,176;2013-10-22 13:08:47.607
2,1826;2013-10-23 13:05:02.191
2,2003;2013-10-24 13:08:52.282
2,1848;2013-10-25 13:09:16.031
2,1846;2013-10-28 13:11:25.151
2,1804;2013-10-29 13:09:59.136
2,1888;2013-10-30 13:15:18.648
2,2026;2013-10-31 13:08:13.714
2,2468;2013-11-01 13:10:04.197
2,2426;2013-11-04 13:03:35.824
2,2747;2013-11-05 13:08:38.167
2,2785;2013-11-06 13:03:27.898
2,2825;2013-11-07 13:04:46.898
2,317;2013-11-08 13:02:43.426
2,3142;2013-11-11 13:08:43.459
2,3362;2013-11-12 13:02:40.589
2,3234;2013-11-13 13:03:58.793
2,3289;2013-11-14 13:03:38.38
2,2828;2013-11-18 13:06:52.085
2,2662;2013-11-19 13:07:49.213
2,2726;2013-11-20 13:03:01.101
2,3067;2013-11-21 13:11:30.998
2,2913;2013-11-22 13:04:40.77
2,2871;2013-11-25 13:08:41.684
2,304;2013-11-26 13:02:46.322
2,3058;2013-11-27 13:10:51.775
2,3208;2013-11-28 13:03:23.167
2,3249;2013-11-29 13:11:55.078
2,3449;2013-12-02 13:11:36.053
2,3558;2013-12-03 13:04:57.306
2,374;2013-12-04 13:06:08.912
2,3747;2013-12-05 13:11:37.072
2,3525;2013-12-06 13:03:55.26
2,3225;2013-12-09 13:09:05.576
2,3102;2013-12-10 13:07:35.282
2,3262;2013-12-11 13:11:38.507
2,3338;2013-12-12 13:10:04.219
2,3354;2013-12-13 13:05:46.705
2,3255;2013-12-16 13:11:36.612
2,3221;2013-12-17 13:05:43.126
2,3274;2013-12-18 13:11:36.166
2,3528;2013-12-19 13:05:47.954
2,3817;2013-12-20 13:10:03.427
2,3706;2013-12-23 13:11:16.192
2,3554;2013-12-24 11:03:55.493
2,3507;2013-12-26 13:11:09.577
2,3538;2013-12-27 13:08:58.285
2,3426;2013-12-30 13:02:57.967
2,3426;2013-12-31 11:03:18.266
2,3975;2014-01-02 13:04:36.708
2,3741;2014-01-03 13:03:27.555
2,3789;2014-01-06 13:09:49.431
2,3634;2014-01-07 13:17:29.96
2,3779;2014-01-08 13:11:11.604
2,396;2014-01-09 13:02:45.933
2,3819;2014-01-10 13:09:45.784
2,3491;2014-01-13 13:04:39.67
2,3617;2014-01-14 13:08:46.792
2,347;2014-01-15 13:02:33.618
2,3683;2014-01-16 13:13:32.79
2,3601;2014-01-17 13:09:41.933
2,3335;2014-01-20 13:03:55.439
2,3608;2014-01-21 13:11:28.685
2,3601;2014-01-22 13:09:58.309
2,3761;2014-01-23 13:18:51.237
2,4129;2014-01-24 13:08:47.532
2,4044;2014-01-27 13:06:42.498
2,4165;2014-01-28 13:03:46.335
2,4397;2014-01-29 13:12:17.122
2,4224;2014-01-30 13:08:40.702
2,4263;2014-01-31 13:05:55.471
2,409;2014-02-03 13:09:29.876
2,4177;2014-02-04 13:17:10.946
2,4106;2014-02-05 13:12:31.7
2,4041;2014-02-06 13:11:22.836
2,3817;2014-02-07 13:02:43.449
2,3936;2014-02-10 13:03:47.13
2,4076;2014-02-11 13:10:51.842
2,4086;2014-02-12 13:08:31.42
2,4238;2014-02-13 13:04:36.405
2,3924;2014-02-14 13:06:35.861
2,387;2014-02-17 13:04:58.544
2,3983;2014-02-18 13:04:34.221
2,3986;2014-02-19 13:09:48.226
2,3799;2014-02-20 13:15:13.325
2,3625;2014-02-21 13:07:44.359
2,3391;2014-02-24 13:03:31.565
2,3367;2014-02-25 13:13:15.245
2,3454;2014-02-26 13:04:51.608
2,3436;2014-02-27 13:13:34.734
2,3334;2014-02-28 13:13:28.552
2,324;2014-03-05 15:04:49.127
2,3094;2014-03-06 13:07:39.84
2,3382;2014-03-07 13:09:43.095
2,341;2014-03-10 13:03:43.522
2,3461;2014-03-11 13:03:41.99
2,3649;2014-03-12 13:06:32.18
2,3486;2014-03-13 13:09:26.159
2,3638;2014-03-14 13:10:41.871
2,3518;2014-03-17 13:09:47.463
2,3522;2014-03-18 13:09:29.089
2,3338;2014-03-19 13:13:14.378
2,342;2014-03-20 13:09:32.167
2,3245;2014-03-21 13:02:54.65
2,3248;2014-03-24 13:05:01.762
2,3124;2014-03-25 13:02:43.426
2,3119;2014-03-26 13:08:32.27
2,283;2014-03-27 13:11:37.693
2,2603;2014-03-28 13:10:27.749
2,263;2014-03-31 13:06:28.603
2,262;2014-04-01 13:06:33.73
2,2711;2014-04-02 13:06:42.001
2,2811;2014-04-03 13:13:35.103
2,242;2014-04-04 13:08:32.592
2,2326;2014-04-07 13:11:44.528
2,1974;2014-04-08 13:11:12.079
2,2111;2014-04-09 13:07:31.791
2,1987;2014-04-10 13:03:33.545
2,2059;2014-04-11 13:08:32.718
2,2096;2014-04-14 13:09:23.444
2,2257;2014-04-15 13:07:45.682
2,2342;2014-04-16 13:02:41.079
2,2482;2014-04-17 13:10:40.265
2,2449;2014-04-22 13:11:46.284
2,2426;2014-04-23 13:06:46.738
2,2229;2014-04-24 13:05:33.387
2,2325;2014-04-25 13:09:32.442
2,237;2014-04-28 13:16:25.151
2,2199;2014-04-29 13:12:27.032
2,236;2014-04-30 13:05:05.542
2,2221;2014-05-02 13:03:37.96
2,2286;2014-05-05 13:07:34.692
2,2322;2014-05-06 13:10:36.998
2,2282;2014-05-07 13:14:12.884
2,2107;2014-05-08 13:11:06.256
2,2192;2014-05-09 13:09:49.932
2,2164;2014-05-12 13:05:50.094
2,2101;2014-05-13 13:07:35.024
2,2129;2014-05-14 13:09:49.681
2,2166;2014-05-15 13:10:39.677
2,211;2014-05-16 13:08:07.88
2,2111;2014-05-19 13:05:10.696
2,2156;2014-05-20 13:05:34.283
2,2111;2014-05-21 13:13:39.12
2,2131;2014-05-22 13:07:46.127
2,2187;2014-05-23 13:13:50.234
2,2209;2014-05-26 13:07:29.336
2,2354;2014-05-27 13:11:55.066
2,2405;2014-05-28 13:10:31.786
2,2251;2014-05-29 13:08:37.636
2,239;2014-05-30 13:05:41.094
2,264;2014-06-02 13:10:08.194
2,2654;2014-06-03 13:14:20.454
2,2802;2014-06-04 13:11:13.283
2,2695;2014-06-05 13:11:46.429
2,2445;2014-06-06 13:11:54.669
2,2336;2014-06-09 13:14:19.297
2,2296;2014-06-10 13:11:07.623
2,2307;2014-06-11 13:16:57.878
2,2306;2014-06-12 12:06:42.039
2,2347;2014-06-13 13:11:30.371
2,2313;2014-06-16 13:06:29.719
2,2486;2014-06-17 12:06:40.622
2,2534;2014-06-18 13:03:45.933
2,238;2014-06-20 13:09:17.147
2,2195;2014-06-23 12:11:37.367
2,2217;2014-06-24 13:06:31.521
2,2052;2014-06-25 13:05:49.408
2,2089;2014-06-26 13:11:36.91
2,1975;2014-06-27 13:02:50.058
2,2025;2014-06-30 13:08:44.466
2,2054;2014-07-01 13:09:29.064
2,2134;2014-07-02 13:04:33.296
2,2281;2014-07-03 13:11:28.779
2,2149;2014-07-04 12:11:32.032
2,2201;2014-07-07 13:05:22.155
2,215;2014-07-08 12:07:32.591
2,2139;2014-07-09 13:11:46.803
2,2237;2014-07-10 13:02:45.13
2,2228;2014-07-11 13:11:36.466
2,2176;2014-07-14 13:41:58.416
2,2195;2014-07-15 13:02:56.899
2,2193;2014-07-16 13:05:44.519
2,2403;2014-07-17 13:11:56.227
2,2362;2014-07-18 13:02:42.743
2,2238;2014-07-21 13:05:31.034
2,2129;2014-07-22 13:07:42.776
2,2202;2014-07-23 13:04:43.489
2,2204;2014-07-24 13:04:42.984
2,2293;2014-07-25 13:08:32.614
2,2302;2014-07-28 13:09:20.305
2,2278;2014-07-29 13:10:27.218
2,2447;2014-07-30 13:07:44.328
2,2674;2014-07-31 13:07:00.816
2,2607;2014-08-01 13:09:28.709
2,2577;2014-08-04 13:08:08.847
2,2756;2014-08-05 13:09:32.519
2,279;2014-08-06 13:05:14.891
2,2802;2014-08-07 13:02:33.511
2,2986;2014-08-08 13:08:27.9
2,2779;2014-08-11 13:06:30.729
2,277;2014-08-12 13:05:38.855
2,2692;2014-08-13 13:03:31.255
2,2703;2014-08-14 13:08:02.18
2,269;2014-08-15 13:04:45.323
2,2595;2014-08-18 13:05:42.982
2,2587;2014-08-19 13:04:34.078
2,255;2014-08-20 13:03:45.095
2,2582;2014-08-21 13:08:15.099
2,2778;2014-08-22 13:09:47.942
2,2808;2014-08-25 13:02:38.914
2,2748;2014-08-26 13:05:37.553
2,2591;2014-08-27 13:11:59.4
2,2499;2014-08-28 13:04:33.121
2,2396;2014-08-29 13:05:02.083
2,2364;2014-09-01 13:03:17.5
2,2521;2014-09-02 13:06:36.646
2,2319;2014-09-03 13:07:36.725
2,2356;2014-09-04 13:11:46.701
2,2416;2014-09-05 13:13:36.251
2,2491;2014-09-08 13:06:35.021
2,2813;2014-09-09 13:10:34.33
2,2967;2014-09-10 13:10:04.42
2,288;2014-09-11 13:03:30.046
2,3251;2014-09-12 13:11:46.037
2,3401;2014-09-15 13:09:10.2
2,3351;2014-09-16 13:03:30.538
2,3384;2014-09-17 13:03:54.594
2,3668;2014-09-18 13:11:49.182
2,3656;2014-09-19 13:10:47.7
2,387;2014-09-22 13:10:24.895
2,4026;2014-09-23 13:08:37.756
2,407;2014-09-24 13:04:44.7
2,4085;2014-09-25 13:08:00.462
2,431;2014-09-26 13:05:32.974
2,4522;2014-09-29 13:02:37.5
2,451;2014-09-30 13:07:31.767
2,4623;2014-10-01 13:06:15.963
2,4785;2014-10-02 13:02:31.206
2,4932;2014-10-03 13:05:35.859
2,4098;2014-10-06 13:02:58.407
2,4038;2014-10-07 13:11:36.399
2,4072;2014-10-08 13:08:55.651
2,3914;2014-10-09 13:03:40.259
2,4103;2014-10-10 13:13:19.054
2,3923;2014-10-13 13:09:33.37
2,3991;2014-10-14 13:22:15.436
2,4316;2014-10-15 13:03:40.188
2,477;2014-10-16 13:10:18.164
2,4477;2014-10-17 13:10:30.552
2,4554;2014-10-20 13:09:58.45
2,4797;2014-10-21 13:04:33.267
2,4781;2014-10-22 13:12:14.81
2,5004;2014-10-23 13:05:33.166
2,4805;2014-10-24 13:10:25.757
2,5341;2014-10-27 13:04:30.034
2,4869;2014-10-28 13:07:38.966
2,4346;2014-10-29 13:06:57.407
2,4119;2014-10-30 13:11:53.954
2,4442;2014-10-31 13:11:09.669
2,4839;2014-11-03 13:10:56.504
2,5195;2014-11-04 13:12:26.441
2,5168;2014-11-05 13:14:49.568
2,5325;2014-11-06 13:07:30.928
2,5721;2014-11-07 13:03:43.797
2,539;2014-11-10 13:03:34.928
2,5644;2014-11-11 13:09:11.584
2,555;2014-11-12 13:04:44.611
2,5725;2014-11-13 13:04:18.948
2,6136;2014-11-14 13:05:52.618
2,6035;2014-11-17 13:04:53.524
2,5967;2014-11-18 13:05:12.687
2,5849;2014-11-19 13:04:30.893
2,545;2014-11-20 13:09:58.555
2,5391;2014-11-21 13:13:43.713
2,5282;2014-11-24 13:10:55.459
2,5237;2014-11-25 13:12:08.702
2,5103;2014-11-26 13:08:55.919
2,5065;2014-11-27 13:10:31.162
2,5601;2014-11-28 13:13:55.737
2,5624;2014-12-01 13:13:18.894
2,5664;2014-12-02 13:07:39.693
2,5607;2014-12-03 13:03:03.283
2,5797;2014-12-04 13:05:35.617
2,5888;2014-12-05 13:18:44.756
2,5923;2014-12-08 13:11:24.541
2,6016;2014-12-09 13:10:36.875
2,5931;2014-12-10 13:06:25.303
2,6271;2014-12-11 13:09:37.296
2,6558;2014-12-12 13:05:36.926
2,6717;2014-12-15 13:04:26.703
2,7403;2014-12-16 13:05:32.513
2,7246;2014-12-17 13:06:40.557
2,6676;2014-12-18 13:12:30.66
2,6486;2014-12-19 13:03:33.122
2,6527;2014-12-22 13:02:47.709
2,6775;2014-12-23 13:03:36.09
2,6832;2014-12-24 11:02:55.818
2,6812;2014-12-26 13:04:25.701
2,6783;2014-12-29 13:10:47.411
2,6562;2014-12-30 13:03:56.172
2,6562;2014-12-31 11:04:46.932
2,6929;2015-01-02 13:09:00.008
2,7107;2015-01-05 13:05:39.045
2,7023;2015-01-06 13:02:40.508
2,6807;2015-01-07 13:03:26.355
2,6919;2015-01-08 13:14:50.913
2,6583;2015-01-09 13:05:35.298
2,6575;2015-01-12 13:08:28.69
2,6485;2015-01-13 13:03:36.247
2,6222;2015-01-14 13:11:33.125
2,6122;2015-01-15 13:09:30.875
2,6193;2015-01-16 13:16:19.452
2,6243;2015-01-19 13:07:19.346
2,6247;2015-01-20 13:10:25.331
2,5968;2015-01-21 13:10:56.693
2,5754;2015-01-22 13:09:35.609
2,5856;2015-01-23 13:08:27.089
2,5966;2015-01-26 13:02:36.859
2,5809;2015-01-27 13:15:14.272
2,5797;2015-01-28 13:12:08.671
2,596;2015-01-29 13:05:27.809
2,6623;2015-01-30 13:03:33.49
2,6894;2015-02-02 13:07:35.534
2,7059;2015-02-03 13:10:07.037
2,7148;2015-02-04 13:16:13.526
2,7386;2015-02-05 13:11:41.561
2,7641;2015-02-06 13:03:28.526
2,7873;2015-02-09 13:05:59.325
2,8075;2015-02-10 13:10:42.518
2,8576;2015-02-11 13:11:51.241
2,8625;2015-02-12 13:07:26.003
2,8392;2015-02-13 13:09:12.792
2,843;2015-02-18 15:38:10.163
2,8545;2015-02-19 13:06:12.94
2,8701;2015-02-20 13:03:47.423
2,8811;2015-02-23 13:09:48.173
2,8649;2015-02-24 13:09:52.433
2,8646;2015-02-25 13:08:48.302
2,8728;2015-02-26 13:07:02.44
2,8782;2015-02-27 13:16:10.395
2,8655;2015-03-02 13:03:58.746
2,9051;2015-03-03 13:10:58.773
2,9804;2015-03-04 13:03:01.778
2,9931;2015-03-05 13:15:50.363
3,366;2015-03-06 13:12:53.934
3,1018;2015-03-09 13:09:10.18
3,1299;2015-03-10 13:11:50.084
3,1162;2015-03-11 13:05:36.45
3,1171;2015-03-12 13:07:21.939
3,2264;2015-03-13 13:10:42.662
3,2257;2015-03-16 13:11:39.247
3,2683;2015-03-17 13:10:50.28
3,2518;2015-03-18 13:10:36.83
3,2642;2015-03-19 13:10:42.777
3,2423;2015-03-20 13:12:15.117
3,18;2015-03-23 13:07:38.639
3,131;2015-03-24 13:04:37.925
3,1476;2015-03-25 13:07:54.161
3,1915;2015-03-26 13:04:38.95
3,2259;2015-03-27 13:10:51.625
3,2601;2015-03-30 13:02:47.191
3,208;2015-03-31 13:03:36.78
3,1556;2015-04-01 13:11:39.01
3,1492;2015-04-02 13:10:40.403
3,926;2015-04-06 13:04:32.165
3,1231;2015-04-07 13:05:12.587
3,834;2015-04-08 13:05:07.199
3,466;2015-04-09 13:11:34.151
3,796;2015-04-10 13:07:58.138
3,1011;2015-04-13 13:07:40.159
3,88;2015-04-14 13:06:43.768
3,681;2015-04-15 13:11:55.84
3,249;2015-04-16 13:04:45.177
3,544;2015-04-17 13:06:57.77
3,473;2015-04-20 13:03:47.797
3,186;2015-04-22 13:11:35.164
3,84;2015-04-23 13:10:51.977
2,9745;2015-04-24 13:11:32.83
2,9236;2015-04-27 13:05:56.299
2,8943;2015-04-28 13:07:06.197
2,9375;2015-04-29 13:05:35.523
2,9936;2015-04-30 13:09:01.536
3,754;2015-05-04 13:04:31.623
3,626;2015-05-05 13:11:27.051
3,42;2015-05-06 13:08:07.881
3,421;2015-05-07 13:10:36.844
2,9966;2015-05-08 13:05:49.374
3,175;2015-05-11 13:11:33.188
3,389;2015-05-12 13:09:37.255
3,103;2015-05-13 13:08:11.125
3,32;2015-05-14 13:05:45.879
2,9894;2015-05-15 13:05:47.546
3,145;2015-05-18 13:06:49.146
3,284;2015-05-19 13:11:17.406
3,347;2015-05-20 13:06:32.276
3,295;2015-05-21 13:07:52.269
3,653;2015-05-22 13:05:24.649
3,1212;2015-05-25 13:09:06.658
3,1351;2015-05-26 13:09:44.364
3,174;2015-05-27 13:12:16.822
3,1748;2015-05-28 13:02:56.559
3,1788;2015-05-29 13:04:28.682
3,1789;2015-06-01 13:09:42.251
3,1443;2015-06-02 13:07:54.511
3,1184;2015-06-03 13:10:07.382
